date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:10	158851/158851	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ce6ab422449843f8a224f0125125a1ee%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-toxic	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-toxic.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:11	159278/159278	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:0763813f25485fce8b06e8072ac53abb%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-slip-slide	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-slip-slide.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:13	159061/159061	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:96e646e480e10bece4e2144a5bee0051%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-pool-party	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-pool-party.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:14	159019/159019	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ab74f7cb23d5744866185cf82a940eed%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-get-crunk	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-get-crunk.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:15	158336/158336	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:df87e3c9d163beac720c3bced57b98ff%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-so-fly	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-so-fly.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:15%20GMT	http://nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_{width}x.jpg?v=1684860023	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_{width}x.2e5abd7.delayed	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:17	158897/158897	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:c7c03e9097e9b963c63ace760d113128%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-grillz	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-grillz.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:17	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:16%20GMT	https://nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_%7Bwidth%7Dx.jpg?v=1684860023	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_{width}xabd7.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:17%20GMT	http://nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_250x250@2x.jpg?v=1684860023	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_250x250@2xabd7.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:18	39480/39480	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:18%20GMT	https://nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_250x250@2x.jpg?v=1684860023	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_18c32192-3ddc-4e30-8a21-4322f5858339_250x250@2xabd7.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:18%20GMT	http://nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_{width}x.jpg?v=1684859954	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_{width}x6924.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:20	158572/158572	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:5cf0b09c8e4e8e89ebad95fe7f2451f7%22	https://nailzbydev.com/collections/gel-polish-1/products/gel-polish-bling-bling	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/gel-polish-bling-bling.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:21	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:19%20GMT	https://nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_%7Bwidth%7Dx.jpg?v=1684859954	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_{width}x6924.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:20%20GMT	http://nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_250x250@2x.jpg?v=1684859954	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_250x250@2x6924.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:22	34403/34403	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:21%20GMT	https://nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_250x250@2x.jpg?v=1684859954	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_b41a5b2c-b404-4fd3-9b4b-5bbc3f61ab1e_250x250@2x6924.jpg	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:22%20GMT	http://nailzbydev.com/cdn/shop/collections/IMG_7072_1200x1200.jpg?v=1669600531	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/collections/IMG_7072_1200x12002d42.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:24	187728/187728	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:935f4a517c00793d6643739fe7d4e2cc%22	https://nailzbydev.com/collections/gel-polish-1/products/the-candy-shop-gel-collection	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/gel-polish-1/products/the-candy-shop-gel-collection.html	(from https://nailzbydev.com/collections/gel-polish-1)
21:12:24	227153/227153	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Jul%202023%2017:39:34%20GMT	https://nailzbydev.com/cdn/shop/collections/IMG_7072_1200x1200.jpg?v=1669600531	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/collections/IMG_7072_1200x12002d42.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:24	42615/42615	---MCZ	200	added ('OK')	application/atom+xml	etag:%22cacheable:3cfcd760598cafe4349cc274d84051a0%22	https://nailzbydev.com/collections/liner-gels.atom	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels.atom	(from https://nailzbydev.com/collections/liner-gels)
21:12:26	154516/154516	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:4f7a56091f72f6375aa0e3082ae8ca6a%22	https://nailzbydev.com/collections/liner-gels?page=2	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels4658.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:26	23907/23907	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:98ee65835f16b3ed60d734ba6d3ca289%22	https://nailzbydev.com/collections/liner-gels.oembed	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels.oembed	(from https://nailzbydev.com/collections/liner-gels)
21:12:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:26%20GMT	http://nailzbydev.com/cdn/shop/collections/IMG_7072_2048x600_crop_top.jpg?v=1669600531	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/collections/IMG_7072_2048x600_crop_top2d42.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:27	87440/87440	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:27%20GMT	https://nailzbydev.com/cdn/shop/collections/IMG_7072_2048x600_crop_top.jpg?v=1669600531	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/collections/IMG_7072_2048x600_crop_top2d42.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:28	162320/162320	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d35788b09854e6a1e72f9a79cb678707%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-baddest-black	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-baddest-black.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:29	156655/156655	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:e24c5a8b4fa466fba952679bf6a78905%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-white	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-white.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:29%20GMT	http://nailzbydev.com/cdn/shop/products/IMG_0039_{width}x.jpg?v=1680231249	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/IMG_0039_{width}x2ebc.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:31	155473/155473	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ef5fac91890b4335ccb89f608993430b%22	https://nailzbydev.com/collections/liner-gels/products/full-liner-gel-collection	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/full-liner-gel-collection.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:31	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:30%20GMT	https://nailzbydev.com/cdn/shop/products/IMG_0039_%7Bwidth%7Dx.jpg?v=1680231249	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/IMG_0039_{width}x2ebc.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:31%20GMT	http://nailzbydev.com/cdn/shop/products/IMG_0039_250x250@2x.jpg?v=1680231249	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/IMG_0039_250x250@2x2ebc.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:32	69215/69215	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:32%20GMT	https://nailzbydev.com/cdn/shop/products/IMG_0039_250x250@2x.jpg?v=1680231249	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/IMG_0039_250x250@2x2ebc.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:32%20GMT	http://nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_{width}x.jpg?v=1679547189	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_{width}x6c94.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:36	158994/158994	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:59be2ac6c81ff7e06d9126ac88c377af%22	https://nailzbydev.com/collections/liner-gels/products/the-sweet-pastels-collection	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/the-sweet-pastels-collection.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:36	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:34%20GMT	https://nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_%7Bwidth%7Dx.jpg?v=1679547189	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_{width}x6c94.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:35%20GMT	http://nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_250x250@2x.jpg?v=1679547189	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_250x250@2x6c94.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:37	68904/68904	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:36%20GMT	https://nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_250x250@2x.jpg?v=1679547189	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_316771e0-7b16-4384-8a9c-bc3bbcd2fb6b_250x250@2x6c94.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:37%20GMT	http://nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_{width}x.jpg?v=1679373696	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_{width}x5786.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:40	154695/154695	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:0960fd65f624b3296e7eff6bae2cc660%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-cotton-candy-1	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-cotton-candy-1.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:40	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:39%20GMT	https://nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_%7Bwidth%7Dx.jpg?v=1679373696	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_{width}x5786.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:40%20GMT	http://nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_250x250@2x.jpg?v=1679373696	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_250x250@2x5786.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:41	60325/60325	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:41%20GMT	https://nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_250x250@2x.jpg?v=1679373696	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_e1ff7a36-ca2a-42e1-bde7-e6ea69bc5376_250x250@2x5786.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:42	154471/154471	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b374173cede02fbb6ae2962bad140f5d%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-lucky-charm	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-lucky-charm.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:42%20GMT	http://nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_{width}x.jpg?v=1679373723	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_{width}xacc2.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:43	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:43%20GMT	https://nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_%7Bwidth%7Dx.jpg?v=1679373723	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_{width}xacc2.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:43%20GMT	http://nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_250x250@2x.jpg?v=1679373723	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_250x250@2xacc2.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:44	80666/80666	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:44%20GMT	https://nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_250x250@2x.jpg?v=1679373723	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_f10607de-cd76-40ac-a0d4-2645e5f1e31e_250x250@2xacc2.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:44%20GMT	http://nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_{width}x.jpg?v=1679373710	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_{width}xe33f.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:46	154521/154521	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:43df02642d91ba7e21b2a99506221f6b%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-creamsicle	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-creamsicle.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:46	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:45%20GMT	https://nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_%7Bwidth%7Dx.jpg?v=1679373710	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_{width}xe33f.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:46%20GMT	http://nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_250x250@2x.jpg?v=1679373710	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_250x250@2xe33f.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:47	75359/75359	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jul%202023%2008:34:03%20GMT	https://nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_250x250@2x.jpg?v=1679373710	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_53f82482-3428-4ebf-93e5-076875ed6b40_250x250@2xe33f.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:47%20GMT	http://nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_{width}x.jpg?v=1679373564	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_{width}x2023.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:49	154781/154781	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:7e769f58f7681a0491b4c5e093b7b290%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-banana-smoothie	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-banana-smoothie.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:49	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:48%20GMT	https://nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_%7Bwidth%7Dx.jpg?v=1679373564	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_{width}x2023.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:49%20GMT	http://nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_250x250@2x.jpg?v=1679373564	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_250x250@2x2023.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:50	54273/54273	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:50%20GMT	https://nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_250x250@2x.jpg?v=1679373564	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_c1508e18-afe8-468a-be77-b6615397edd2_250x250@2x2023.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:51%20GMT	http://nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_{width}x.jpg?v=1679373752	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_{width}xe901.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:53	154675/154675	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:9c9a352dba2440685ed49cf3180e5b4e%22	https://nailzbydev.com/collections/liner-gels/products/liner-gel-sweet-lilac	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/collections/liner-gels/products/liner-gel-sweet-lilac.html	(from https://nailzbydev.com/collections/liner-gels)
21:12:53	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:12:52%20GMT	https://nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_%7Bwidth%7Dx.jpg?v=1679373752	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_{width}xe901.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:53%20GMT	http://nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_250x250@2x.jpg?v=1679373752	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_250x250@2xe901.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:54	65263/65263	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:12:53%20GMT	https://nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_250x250@2x.jpg?v=1679373752	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_51d939e4-5539-426f-b578-0b8f3775d434_250x250@2xe901.jpg	(from https://nailzbydev.com/collections/liner-gels)
21:12:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:12:54%20GMT	http://nailzbydev.com/cdn/shop/products/image_29ec0845-9797-49fb-a208-85a8250d586a_{width}x.jpg?v=1679373738	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/image_29ec0845-9797-49fb-a208-85a8250d586a_{width}x23ce.jpg	(from https://nailzbydev.com/collections/liner-gels)
